""	"LABNR"	"SITE"	"LATITUDE"	"LONGITUDE"	"CALAGE"	"REFERENCE"	"OFFSET"	"COLOR"	"PARTNERAGE"
"Åmosen bog.Åmosen bog1"	"K-1527 "	"Åmosen bog"	55.55	11.627	7690	"Copenhagen datelist 10, pp.89-90 (Radiocarbon, 15 (1973): 86-112): Jørgensen 1956, 1961.  * K-1527[a-b] averaged to form \"6820 +/-120 BP (K-1527)\"."	0.05	"#3058e5"	8170
"An Corran.An Corran"	"OxA-4994"	"An Corran"	57.6368	-6.2042	8400	"Oxford Date List 30"	-0.05	"#FF3300"	4300
"An Corran.An Corran1"	"AA-27743"	"An Corran"	57.6368	-6.2042	4300	"Hardy 2003"	0.05	"#3058e5"	8400
"Ängås.Ängås"	"St-4166"	"Ängås"	58.15	11.81	5670	""	-0.05	"#FF3300"	3050
"Ängås.Ängås1"	"nd"	"Ängås"	58.15	11.81	3050	""	0.05	"#3058e5"	5670
"Ã„ngÃ¥s.Ã„ngÃ¥s"	"GrA-17730"	"Ã„ngÃ¥s"	58.15	11.8167	5540	"Kiel DB 2013"	-0.05	"#FF3300"	4950
"Ã„ngÃ¥s.Ã„ngÃ¥s1"	"GrA-18510"	"Ã„ngÃ¥s"	58.15	11.8167	4950	"Kiel DB 2013"	0.05	"#3058e5"	5540
"Ängdala.Ängdala"	"Lu-1633"	"Ängdala"	55.5904	13.1191	5760	"Kiel DB 2013"	-0.05	"#FF3300"	2900
"Ängdala.Ängdala1"	"Lu-2508"	"Ängdala"	55.5904	13.1191	2900	"Kiel DB 2013"	0.05	"#3058e5"	5760
"Angelslo.Angelslo"	"GrN-4201"	"Angelslo"	52.7817	6.9167	5030	"Lanting/Mook 1977, 78; Brindley 1986, 105."	-0.05	"#FF3300"	3760
"Angelslo.Angelslo1"	"GrN-5187"	"Angelslo"	52.7817	6.9167	3760	"Lanting/Mook 1977, 97."	0.05	"#3058e5"	5030
"Angersbach"	"H-1036/1396"	"Angersbach"	50.6273	9.445	4630	"Breunig 1987, 189"	0.05	"#3058e5"	4630
"Anlo.Anlo"	"GrN-1970"	"Anlo"	53.0361	6.7189	9860	"Groningen IV"	-0.05	"#FF3300"	3900
"Anlo.Anlo1"	"GrN-1977"	"Anlo"	53.0361	6.7189	3900	"Lanting/Mook 1977, 98."	0.05	"#3058e5"	9860
"Annaghkeen"	"OxA-2665"	"Annaghkeen"	53.45	-9.1666	3710	"Oxford Datelist"	0.05	"#3058e5"	3710
"Annaghmare"	"UB-241"	"Annaghmare"	54.1012	-6.6104	5020	"H905178"	0.05	"#3058e5"	5020
"Anneberg.Anneberg"	"Ua-102"	"Anneberg"	59.9976	17.3625	5890	"Kiel DB 2013"	-0.05	"#FF3300"	2090
"Anneberg.Anneberg1"	"Ua-100"	"Anneberg"	59.9976	17.3625	2090	"Kiel DB 2013"	0.05	"#3058e5"	5890
"Annelund.Annelund"	"Ua-492"	"Annelund"	59.6464	17.1353	3620	"Kiel DB 2013"	-0.05	"#FF3300"	3200
"Annelund.Annelund1"	"Ua-1647"	"Annelund"	59.6464	17.1353	3200	"Kiel DB 2013"	0.05	"#3058e5"	3620
"Ã…nnerÃ¶d.Ã…nnerÃ¶d"	"GrA-15113"	"Ã…nnerÃ¶d"	58.9663	11.1792	4570	"Kiel DB 2013"	-0.05	"#FF3300"	1440
"Ã…nnerÃ¶d.Ã…nnerÃ¶d1"	"GrA-15105"	"Ã…nnerÃ¶d"	58.9663	11.1792	1440	"Kiel DB 2013"	0.05	"#3058e5"	4570
"Anston Stones Cave.Anston Stones Cave"	"BM-439"	"Anston Stones Cave"	53.3446	-1.2053	11360	"British Museum VII, 167"	-0.05	"#FF3300"	11070
"Anston Stones Cave.Anston Stones Cave1"	"BM-440b"	"Anston Stones Cave"	53.3446	-1.2053	11070	"British Musem VII, 167"	0.05	"#3058e5"	11360
"Antler mattock series.Antler mattock series"	"OxA-2020"	"Antler mattock series"	51.5015	-0.1167	4260	"CBA Radiocarbon Index"	-0.05	"#FF3300"	3540
"Antler mattock series.Antler mattock series1"	"OxA-2022"	"Antler mattock series"	51.4861	-0.2859	3540	"CBA Radiocarbon Index"	0.05	"#3058e5"	4260
"Antler mattock series: museum objects"	"OxA-1156"	"Antler mattock series: museum objects"	51.4899	-0.2354	2230	"CBA Radiocarbon Index"	0.05	"#3058e5"	2230
"Antonshöhe.Antonshöhe"	"VERA-229"	"Antonshöhe"	48.149	16.2445	6430	"Stadler 2005/2006"	-0.05	"#FF3300"	6090
"Antonshöhe.Antonshöhe1"	"VERA-228"	"Antonshöhe"	48.149	16.2445	6090	"Stadler 2005/2006"	0.05	"#3058e5"	6430
"Anzabegovo.Anzabegovo"	"LJ-2181"	"Anzabegovo"	41.8304	22.0089	8110	"Linick 1977"	-0.05	"#FF3300"	6940
"Anzabegovo.Anzabegovo1"	"LJ-2411"	"Anzabegovo"	41.8304	22.0089	6940	"Linick 1977"	0.05	"#3058e5"	8110
"Ãœlvesheim"	"Fra-96"	"Ãœlvesheim"	49.6667	9.3333	6450	"Kiel DB 2117"	0.05	"#3058e5"	6450
"Aphrodisias.Aphrodisias"	"P-2031"	"Aphrodisias"	37.7081	28.7243	6070	"Schoop 2005"	-0.05	"#FF3300"	2240
"Aphrodisias.Aphrodisias1"	"P-1655"	"Aphrodisias"	37.7081	28.7243	2240	"Schoop 2005"	0.05	"#3058e5"	6070
"Aptrup"	"K-955"	"Aptrup"	56.2833	9.8166	5420	"Copenhagen IX, 305"	0.05	"#3058e5"	5420
"Aqab"	"Beta-536"	"Aqab"	37.08	40.82	7060	"Watkins and Campbell 1987"	0.05	"#3058e5"	7060
"Aquila"	"Bln-3450"	"Aquila"	44.21	8.32	7130	"van Willigen 2006"	0.05	"#3058e5"	7130
"Arad.Arad"	"I-?"	"Arad"	31.25	35.21	5250	"Klimscha"	-0.05	"#FF3300"	4570
"Arad.Arad1"	"P-1742"	"Arad"	31.2833	35.1166	4570	"RC 19,2, 1977, 188-228"	0.05	"#3058e5"	5250
"Araguina Sennola.Araguina Sennola"	"Gif-2325"	"Araguina Sennola"	41.39	9.16	7530	"van Willigen 2006"	-0.05	"#FF3300"	7320
"Araguina Sennola.Araguina Sennola1"	"Gif-2324"	"Araguina Sennola"	41.39	9.16	7320	"van Willigen 2006"	0.05	"#3058e5"	7530
"Arapouco.Arapouco"	"Q-2492"	"Arapouco"	38.32	-8.49	7860	"Meiklejohn Portugal"	-0.05	"#FF3300"	7860
"Arapouco.Arapouco1"	"Q-2492"	"Arapouco"	38.32	-8.49	7860	"Meiklejohn Portugal"	0.05	"#3058e5"	7860
"Aray 2.Aray 2"	"N-5977"	"Aray 2"	35.91	36.51	9280	"Iwasaki and Tsuneki (eds.) 2003, Appendix 1"	-0.05	"#FF3300"	7990
"Aray 2.Aray 21"	"N-5979"	"Aray 2"	35.91	36.51	7990	"Iwasaki and Tsuneki (eds.) 2003, Appendix 1"	0.05	"#3058e5"	9280
"Arbon Bleiche.Arbon Bleiche"	"B-6361"	"Arbon Bleiche"	47.5	9.428	5450	"Stadler 2001"	-0.05	"#FF3300"	5370
"Arbon Bleiche.Arbon Bleiche1"	"B-6364"	"Arbon Bleiche"	47.5	9.428	5370	"Stadler 2001"	0.05	"#3058e5"	5450
"Arbon, Bleiche 1"	"B-5345"	"Arbon, Bleiche 1"	47.5	9.428	4620	"Hochuli 1994, 75f., Tab. 8"	0.05	"#3058e5"	4620
"Arbon, Bleiche 3"	"B-5340"	"Arbon, Bleiche 3"	47.5	9.428	5450	"Hochuli 1994, 115f, 117f."	0.05	"#3058e5"	5450
"Arbon, Bleiche 4"	"B-5341"	"Arbon, Bleiche 4"	47.5	9.428	5370	"Hochuli 1994, 115f, 117f."	0.05	"#3058e5"	5370
"Arbon, Bleiche 5"	"B-5342"	"Arbon, Bleiche 5"	47.5	9.428	5290	"Hochuli 1994, 115f, 117f."	0.05	"#3058e5"	5290
"Archanes"	"OxA-2929"	"Archanes"	39	22.6666	2250	"Oxford Datelist"	0.05	"#3058e5"	2250
"Archem"	"OxA-1942"	"Archem"	52.4666	6.45	9310	"Oxford Datelist"	0.05	"#3058e5"	9310
"Ardcrony"	"GrN-9708"	"Ardcrony"	52.8711	-8.1496	5410	"R9080"	0.05	"#3058e5"	5410
"Ardnadam"	"GU-1549"	"Ardnadam"	55.9697	-4.9439	5460	"Ashmore, 2004"	0.05	"#3058e5"	5460
"Ard Tlaili.Ard Tlaili"	"K-1433"	"Ard Tlaili"	34.1	36.13	7710	"Kirkbride 1969"	-0.05	"#FF3300"	7660
"Ard Tlaili.Ard Tlaili1"	"K-1434"	"Ard Tlaili"	34.1	36.13	7660	"Kirkbride 1969"	0.05	"#3058e5"	7710
"area with distinct areas of Meso and Neo occupation and structures"	"HAR-6500"	"area with distinct areas of Meso and Neo occupation and structures"	53.2546	-1.9251	8010	"CBA Radiocarbon Index"	0.05	"#3058e5"	8010
"Arenaza.Arenaza"	"OxA-7156"	"Arenaza"	43.0947	-3.2709	6550	"Carvalho 2008"	-0.05	"#FF3300"	6550
"Arenaza.Arenaza1"	"OxA-7156"	"Arenaza"	43.0947	-3.2709	6550	"Carvalho 2008"	0.05	"#3058e5"	6550
"Arene Candide.Arene Candide"	"LJ-4143"	"Arene Candide"	44.17	8.33	7760	"van Willigen 2006"	-0.05	"#FF3300"	5760
"Arene Candide.Arene Candide1"	"nd"	"Arene Candide"	44.17	8.33	5760	"--"	0.05	"#3058e5"	7760
"Areni-1.Areni-1"	"OxA-19331"	"Areni-1"	39.7315	45.2037	6160	"Areshian 2012"	-0.05	"#FF3300"	5130
"Areni-1.Areni-11"	"OxA-18600"	"Areni-1"	39.7315	45.2037	5130	"Areshian 2012"	0.05	"#3058e5"	6160
"Argissa Magula.Argissa Magula"	"UCLA-1657D"	"Argissa Magula"	39.6333	22.4667	8840	"Milojčic 1973, 250"	-0.05	"#FF3300"	7570
"Argissa Magula.Argissa Magula1"	"UCLA-1657E"	"Argissa Magula"	39.6333	22.4667	7570	"--"	0.05	"#3058e5"	8840
"Argusgrunden.Argusgrunden"	"K-4384"	"Argusgrunden"	54.5551	11.4206	7780	"Sørensen 1996"	-0.05	"#FF3300"	7650
"Argusgrunden.Argusgrunden1"	"K-4383"	"Argusgrunden"	54.5551	11.4206	7650	"Sørensen 1996"	0.05	"#3058e5"	7780
"Arjoune.Arjoune"	"OxA-650"	"Arjoune"	34.55	36.55	7570	"--"	-0.05	"#FF3300"	5450
"Arjoune.Arjoune1"	"OxA-572"	"Arjoune"	34.55	36.55	5450	"--"	0.05	"#3058e5"	7570
"Arlesheim - Birseck-Ermitage.Arlesheim - Birseck-Ermitage"	"B-4351"	"Arlesheim - Birseck-Ermitage"	47.496	7.617	7270	""	-0.05	"#FF3300"	7060
"Arlesheim - Birseck-Ermitage.Arlesheim - Birseck-Ermitage1"	"ETH-9649"	"Arlesheim - Birseck-Ermitage"	47.496	7.617	7060	""	0.05	"#3058e5"	7270
"Arlesheim, Birseck-Ermitage.Arlesheim, Birseck-Ermitage"	"ETH-9649"	"Arlesheim, Birseck-Ermitage"	47.496	7.617	7060	"Ewald and Sedlmeier 1994, 132"	-0.05	"#FF3300"	7060
"Arlesheim, Birseck-Ermitage.Arlesheim, Birseck-Ermitage1"	"ETH-9649"	"Arlesheim, Birseck-Ermitage"	47.496	7.617	7060	"Ewald and Sedlmeier 1994, 132"	0.05	"#3058e5"	7060
"Arlesheim, Dachshöhle.Arlesheim, Dachshöhle"	"ETH-9651"	"Arlesheim, Dachshöhle"	47.496	7.617	5240	"Ewald and Sedlmeier 1994, 132"	-0.05	"#FF3300"	5120
"Arlesheim, Dachshöhle.Arlesheim, Dachshöhle1"	"ETH-9654"	"Arlesheim, Dachshöhle"	47.496	7.617	5120	"Ewald and Sedlmeier 1994, 132"	0.05	"#3058e5"	5240
"Arlov I "	"Arlov I "	"Arlov I "	55.3757	13.4176	7050	"Gikiatsi et al. 2003"	0.05	"#3058e5"	7050
"Arlöv I.Arlöv I"	"Lu-757"	"Arlöv I"	55.63	13.06	7200	""	-0.05	"#FF3300"	7050
"Arlöv I.Arlöv I1"	"Lu-756"	"Arlöv I"	55.63	13.06	7050	""	0.05	"#3058e5"	7200
"Arma dello Stefanin.Arma dello Stefanin"	"R-148"	"Arma dello Stefanin"	44.1036	8.0158	9380	"Rome Datelist V"	-0.05	"#FF3300"	5940
"Arma dello Stefanin.Arma dello Stefanin1"	"R-143"	"Arma dello Stefanin"	44.1036	8.0158	5940	"Rome Datelist V"	0.05	"#3058e5"	9380
"Arma di Nasino.Arma di Nasino"	"R-313"	"Arma di Nasino"	44.1097	8.0497	7350	"Alessio et al. 1968, 354"	-0.05	"#FF3300"	3580
"Arma di Nasino.Arma di Nasino1"	"R-259"	"Arma di Nasino"	44.1097	8.0497	3580	"--"	0.05	"#3058e5"	7350
"Armagh.Armagh"	"UB-2380"	"Armagh"	54.3462	-6.662	4620	"H8745"	-0.05	"#FF3300"	4620
"Armagh.Armagh1"	"UB-2380"	"Armagh"	54.3462	-6.662	4620	"H8745"	0.05	"#3058e5"	4620
"Armeau"	"nd"	"Armeau"	48.05	3.3166	7120	"Breunig 1987, 193"	0.05	"#3058e5"	7120
"Arminghall"	"BM-129"	"Arminghall"	52.6052	-1.3083	5090	"British Museum IV, 105"	0.05	"#3058e5"	5090
"Ã–rnakulla.Ã–rnakulla"	"Ua-4419.2"	"Ã–rnakulla"	59.6464	17.1353	5700	"Kiel DB 2013"	-0.05	"#FF3300"	5440
"Ã–rnakulla.Ã–rnakulla1"	"Ua-13607"	"Ã–rnakulla"	59.6464	17.1353	5440	"Kiel DB 2013"	0.05	"#3058e5"	5700
"Ã…rnÃ¤s.Ã…rnÃ¤s"	"Ua-25554"	"Ã…rnÃ¤s"	57.2066	12.2129	5740	"Kiel DB 2013"	-0.05	"#FF3300"	710
"Ã…rnÃ¤s.Ã…rnÃ¤s1"	"Ua-25556"	"Ã…rnÃ¤s"	57.2066	12.2129	710	"Kiel DB 2013"	0.05	"#3058e5"	5740
"Arpachiyah.Arpachiyah"	"P-584"	"Arpachiyah"	36.36	43.2	7850	"Stuckenrath and Ralph 1965, 188"	-0.05	"#FF3300"	7770
"Arpachiyah.Arpachiyah1"	"BM-1531"	"Arpachiyah"	36.37	43.21	7770	"Hijara et al. 1980, Burleigh et al. 1982a, Watson 1983, Bernbeck 1994"	0.05	"#3058e5"	7850
"ar-Ramlah 3"	"Bln4732"	"ar-Ramlah 3"	25.52	55.56	6390	"Uerpmann and Uerpmann 1996"	0.05	"#3058e5"	6390
"ar-Ramlah 6.ar-Ramlah 6"	"Bln-4735"	"ar-Ramlah 6"	25.52	55.58	6510	"Uerpmann and Uerpmann 1996"	-0.05	"#FF3300"	6510
"ar-Ramlah 6.ar-Ramlah 61"	"Bln-4735"	"ar-Ramlah 6"	25.52	55.58	6510	"Uerpmann and Uerpmann 1996"	0.05	"#3058e5"	6510
"Arslantepe.Arslantepe"	"R-748"	"Arslantepe"	38.36	38.35	5670	"--"	-0.05	"#FF3300"	3440
"Arslantepe.Arslantepe1"	"R-927A"	"Arslantepe"	38.36	38.35	3440	"Rome Datelist XIV, 340"	0.05	"#3058e5"	5670
"Aruchlo I.Aruchlo I"	"TB-277"	"Aruchlo I"	41.4746	44.6873	7620	"Gehlen 2010"	-0.05	"#FF3300"	7250
"Aruchlo I.Aruchlo I1"	"TB-331"	"Aruchlo I"	41.4746	44.6873	7250	"Gehlen 2010"	0.05	"#3058e5"	7620
"Arukhlo 1.Arukhlo 1"	"TB-277"	"Arukhlo 1"	41	43.86	7620	"Goridze 1979, 425"	-0.05	"#FF3300"	7250
"Arukhlo 1.Arukhlo 11"	"TB-331"	"Arukhlo 1"	41	43.86	7250	"Kiguradze 1986, 112, tab.5"	0.05	"#3058e5"	7620
"Äs.Äs"	"U-701"	"Äs"	59.7077	16.5858	2240	"Kiel DB 2013"	-0.05	"#FF3300"	1060
"Äs.Äs1"	"U-2112"	"Äs"	59.7077	16.5858	1060	"Kiel DB 2013"	0.05	"#3058e5"	2240
"Asagi Pinar.Asagi Pinar"	"Bln-4997"	"Asagi Pinar"	41.683	27.2167	7630	"Parzinger 2005"	-0.05	"#FF3300"	2310
"Asagi Pinar.Asagi Pinar1"	"Bln-4646"	"Asagi Pinar"	41.683	27.2167	2310	"Parzinger 2005"	0.05	"#3058e5"	7630
"Ascott-under-Wychwood.Ascott-under-Wychwood"	"GrA-27099"	"Ascott-under-Wychwood"	51.8553	-1.5658	6840	"Bayliss 2007"	-0.05	"#FF3300"	4280
"Ascott-under-Wychwood.Ascott-under-Wychwood1"	"BM-1975R"	"Ascott-under-Wychwood"	51.8557	-1.5658	4280	"British Museum XVI, 44"	0.05	"#3058e5"	6840
"Asfaka"	"I-1959"	"Asfaka"	39.7333	20.85	8200	"Brami 2011"	0.05	"#3058e5"	8200
"Ashleypark.Ashleypark"	"GU-1779"	"Ashleypark"	52.933	-8.1885	5040	"R874869"	-0.05	"#FF3300"	5040
"Ashleypark.Ashleypark1"	"GU-1779"	"Ashleypark"	52.933	-8.1885	5040	"R874869"	0.05	"#3058e5"	5040
"Ashqelon.Ashqelon"	"OxA-7882*"	"Ashqelon"	31.61	34.5	8850	"Garfinkel 1999b, 2"	-0.05	"#FF3300"	5200
"Ashqelon.Ashqelon1"	"RT-2337"	"Ashqelon"	31.61	34.5	5200	"Klimscha"	0.05	"#3058e5"	8850
"Ash-Shumah"	"GX-13781"	"Ash-Shumah"	15.1	42.9	8580	"--"	0.05	"#3058e5"	8580
"Asige"	"St-10478"	"Asige"	56.8539	12.732	5790	"Kiel DB 2013"	0.05	"#3058e5"	5790
"Asikli Höyük.Asikli Höyük"	"AA-101170"	"Asikli Höyük"	38.34	34.22	10950	"Stiner 2014"	-0.05	"#FF3300"	9420
"Asikli Höyük.Asikli Höyük1"	"GrN-19366"	"Asikli Höyük"	38.34	34.22	9420	"Esin 1995, 76f."	0.05	"#3058e5"	10950
"Askut"	"A-434"	"Askut"	21.6166	31.1	3850	"Barker and Mackey 1963, 105"	0.05	"#3058e5"	3850
"Aspenstedt.Aspenstedt"	"KIA-3800"	"Aspenstedt"	51.9336	10.9498	5180	"Müller 2001, 145"	-0.05	"#FF3300"	4080
"Aspenstedt.Aspenstedt1"	"KN-4886"	"Aspenstedt"	51.9336	10.9498	4080	"Müller 1999, 80"	0.05	"#3058e5"	5180
"Ã–ssby"	"Beta-36585"	"Ã–ssby"	56.2671	16.4919	5120	"Kiel DB 2013"	0.05	"#3058e5"	5120
"Assouad.Assouad"	"Mc-864"	"Assouad"	36.57	39	9410	"brami 2011"	-0.05	"#FF3300"	9410
"Assouad.Assouad1"	"Mc-864"	"Assouad"	36.57	39	9410	"brami 2011"	0.05	"#3058e5"	9410
"Astahovo"	"Ki-853"	"Astahovo"	48.09	39.31	5450	"Bojadziev 1998"	0.05	"#3058e5"	5450
"Ã–sterÃ¶d"	"Lu-7268"	"Ã–sterÃ¶d"	58.3951	11.4259	10130	"Kiel DB 2013"	0.05	"#3058e5"	10130
"Ã–stra VrÃ¥.Ã–stra VrÃ¥"	"Ua-6221"	"Ã–stra VrÃ¥"	58.9606	16.3973	5510	"Kiel DB 2013"	-0.05	"#FF3300"	5290
"Ã–stra VrÃ¥.Ã–stra VrÃ¥1"	"Ua-6937"	"Ã–stra VrÃ¥"	58.9606	16.3973	5290	"Kiel DB 2013"	0.05	"#3058e5"	5510
"Aswad.Aswad"	"Gif-2633"	"Aswad"	33.41	36.53	11050	"Contenson 1973, 253"	-0.05	"#FF3300"	9550
"Aswad.Aswad1"	"Gif-2369"	"Aswad"	33.41	36.53	9550	"Contenson 1973, 253"	0.05	"#3058e5"	11050
"Aszód"	"VERA-2073"	"Aszód"	47.6545	19.4799	6730	"Stadler 2005/2006"	0.05	"#3058e5"	6730
"Atena Lucana"	"CIRCE-DSH-123"	"Atena Lucana"	40.45	15.56	4280	"Passariello 2010"	0.05	"#3058e5"	4280
"Atlit-Yam.Atlit-Yam"	"RT-707"	"Atlit-Yam"	32.54	34.9	9060	"Gopher and Gophna 1993, 139 u. 305"	-0.05	"#FF3300"	8080
"Atlit-Yam.Atlit-Yam1"	"RT-3043"	"Atlit-Yam"	32.54	34.9	8080	"Lee Sep 2010"	0.05	"#3058e5"	9060
"Atsebach"	"OxA-3579"	"Atsebach"	49.3	11.9	5760	""	0.05	"#3058e5"	5760
"Åttagården.Åttagården"	"St-5153"	"Åttagården"	58.1661	13.5732	3830	"Kiel DB 2013"	-0.05	"#FF3300"	3680
"Åttagården.Åttagården1"	"St-5157"	"Åttagården"	58.1661	13.5732	3680	"Kiel DB 2013"	0.05	"#3058e5"	3830
"Atteln I"	"Ki-1822"	"Atteln I"	51.6	4.1494	5100	"Raetzel-Fabian 1997, 166 Tab. 46"	0.05	"#3058e5"	5100
"Atteln II"	"KN-4505"	"Atteln II"	51.6	4.1494	4890	"Raetzel-Fabian 1997, 166 Tab. 45"	0.05	"#3058e5"	4890
"Attersee.Attersee"	"VRI-775"	"Attersee"	47.9162	13.5339	5360	"Stadler 1995"	-0.05	"#FF3300"	5360
"Attersee.Attersee1"	"VRI-775"	"Attersee"	47.9162	13.5339	5360	"Stadler 1995"	0.05	"#3058e5"	5360
"Aubechies"	"Gif-5257"	"Aubechies"	50.5958	3.7516	7320	"Persoonlijke correspondentie"	0.05	"#3058e5"	7320
"Aubigny au Bac"	"Ly-970"	"Aubigny au Bac"	50.25	3.15	6360	"Lyon Datelist VI"	0.05	"#3058e5"	6360
"Auchareoch.Auchareoch"	"OxA-1600"	"Auchareoch"	55.4749	-5.1728	8740	"CBA Radiocarbon Index"	-0.05	"#FF3300"	8130
"Auchareoch.Auchareoch1"	"OxA-1599"	"Auchareoch"	55.4749	-5.1728	8130	"CBA Radiocarbon Index"	0.05	"#3058e5"	8740
"Augsdorf, Bröddelberg"	"KN-4894"	"Augsdorf, Bröddelberg"	51.6	11.5667	4620	"Müller 1999, 79"	0.05	"#3058e5"	4620
"Augustenhof, Ralswiek.Augustenhof, Ralswiek"	"Bln-562"	"Augustenhof, Ralswiek"	54.4782	13.4685	6220	"Kiel DB 2123"	-0.05	"#FF3300"	5510
"Augustenhof, Ralswiek.Augustenhof, Ralswiek1"	"KIA-12130"	"Augustenhof, Ralswiek"	54.4782	13.4685	5510	"Kiel DB 2127"	0.05	"#3058e5"	6220
"Auleben, Solberg.Auleben, Solberg"	"Ki-4141"	"Auleben, Solberg"	51.4333	10.9333	4380	"Müller 1999, 80"	-0.05	"#FF3300"	4380
"Auleben, Solberg.Auleben, Solberg1"	"Ki-4141"	"Auleben, Solberg"	51.4333	10.9333	4380	"Müller 1999, 80"	0.05	"#3058e5"	4380
"Aulp du Seuil"	"Ly-7093"	"Aulp du Seuil"	45.3333	5.9	9130	"Gehlen 2010"	0.05	"#3058e5"	9130
"Aulp-du-Seuil No 1.Aulp-du-Seuil No 1"	"Ly-8635"	"Aulp-du-Seuil No 1"	45.37	5.92	6290	"van Willigen 2006"	-0.05	"#FF3300"	6290
"Aulp-du-Seuil No 1.Aulp-du-Seuil No 11"	"Ly-8635"	"Aulp-du-Seuil No 1"	45.37	5.92	6290	"van Willigen 2006"	0.05	"#3058e5"	6290
"Aulp-du-Seuil No 3.Aulp-du-Seuil No 3"	"Ly-7096"	"Aulp-du-Seuil No 3"	45.37	5.92	6420	"van Willigen 2006"	-0.05	"#FF3300"	6420
"Aulp-du-Seuil No 3.Aulp-du-Seuil No 31"	"Ly-7096"	"Aulp-du-Seuil No 3"	45.37	5.92	6420	"van Willigen 2006"	0.05	"#3058e5"	6420
"Auneau (Parc du Château).Auneau (Parc du Château)"	"OxA-5644"	"Auneau (Parc du Château)"	48.45	1.7666	9730	"Bosset 2010"	-0.05	"#FF3300"	7530
"Auneau (Parc du Château).Auneau (Parc du Château)1"	"Ly-4731"	"Auneau (Parc du Château)"	48.45	1.7666	7530	"Bosset 2010"	0.05	"#3058e5"	9730
"Åupawa.Åupawa"	"Bln-1313"	"Åupawa"	54.4187	17.4146	4530	"Kiel DB 3905"	-0.05	"#FF3300"	4530
"Åupawa.Åupawa1"	"Bln-1313"	"Åupawa"	54.4187	17.4146	4530	"Kiel DB 3905"	0.05	"#3058e5"	4530
"Auve.Auve"	"TUa-153"	"Auve"	59.134	10.2331	5710	""	-0.05	"#FF3300"	620
"Auve.Auve1"	"T-3817"	"Auve"	59.134	10.2331	620	""	0.05	"#3058e5"	5710
"Auvernier, La Saunerie.Auvernier, La Saunerie"	"B-645"	"Auvernier, La Saunerie"	46.969	6.87	4690	"Breunig 1987, 206"	-0.05	"#FF3300"	4420
"Auvernier, La Saunerie.Auvernier, La Saunerie1"	"B-646"	"Auvernier, La Saunerie"	46.969	6.87	4420	"Breunig 1987, 206"	0.05	"#3058e5"	4690
"Auvernier, Port.Auvernier, Port"	"B-2560"	"Auvernier, Port"	46.975	6.883	5830	"Breunig 1987, 200"	-0.05	"#FF3300"	5020
"Auvernier, Port.Auvernier, Port1"	"B-2557"	"Auvernier, Port"	46.975	6.883	5020	"Breunig 1987, 200"	0.05	"#3058e5"	5830
"Aveline's Hole.Aveline's Hole"	"GrA-22552"	"Aveline's Hole"	51.3167	-2.75	10370	"Meiklejohn 2011"	-0.05	"#FF3300"	9800
"Aveline's Hole.Aveline's Hole1"	"OxA-1070"	"Aveline's Hole"	51.3245	-2.7521	9800	"Meiklejohn 2011"	0.05	"#3058e5"	10370
"Aven Ackers.Aven Ackers"	"IRPA-576"	"Aven Ackers"	51.5	4.1917	6300	"Dauchot-Dehon, Van Strydonck & Heylen, 1986"	-0.05	"#FF3300"	6300
"Aven Ackers.Aven Ackers1"	"IRPA-576"	"Aven Ackers"	51.5	4.1917	6300	"Dauchot-Dehon, Van Strydonck & Heylen, 1986"	0.05	"#3058e5"	6300
"Aven des Iboussières"	"OxA-5682"	"Aven des Iboussières"	44.49	4.75	11900	"Bosset 2010"	0.05	"#3058e5"	11900
"Ã–verÃ¥da"	"St-3429"	"Ã–verÃ¥da"	58.8873	17.4898	4690	"Kiel DB 2013"	0.05	"#3058e5"	4690
"Ã–vra Vannborga.Ã–vra Vannborga"	"Ua-36823"	"Ã–vra Vannborga"	56.9167	16.75	8890	"Kiel DB 2013"	-0.05	"#FF3300"	8890
"Ã–vra Vannborga.Ã–vra Vannborga1"	"Ua-36823"	"Ã–vra Vannborga"	56.9167	16.75	8890	"Kiel DB 2013"	0.05	"#3058e5"	8890
"Ayia Irini.Ayia Irini"	"P-2577"	"Ayia Irini"	37.7	24.3	3780	"Fishman 1978"	-0.05	"#FF3300"	3460
"Ayia Irini.Ayia Irini1"	"P-2576"	"Ayia Irini"	37.7	24.3	3460	"Fishman 1978"	0.05	"#3058e5"	3780
"Ayia Varvara Asprokremnos.Ayia Varvara Asprokremnos"	"Hd-27242"	"Ayia Varvara Asprokremnos"	35.07	33.48	10850	"Manning 2010"	-0.05	"#FF3300"	10660
"Ayia Varvara Asprokremnos.Ayia Varvara Asprokremnos1"	"Hd-27228"	"Ayia Varvara Asprokremnos"	35.07	33.48	10660	"Manning 2010"	0.05	"#3058e5"	10850
"Azariq 8"	"RT-1081"	"Azariq 8"	30.95	34.4	12510	"Goring-Morris and Cohern 2005"	0.05	"#3058e5"	12510
"Azmak.Azmak"	"Bln-291"	"Azmak"	42.4575	25.4282	7990	"Görsdorf 1996"	-0.05	"#FF3300"	5760
"Azmak.Azmak1"	"Bln-146"	"Azmak"	42.4575	25.4282	5760	"Görsdorf 1996"	0.05	"#3058e5"	7990
"Azraq 16"	"OxA-2141"	"Azraq 16"	31.81	36.79	250	"Housley 1994, 58"	0.05	"#3058e5"	250
